
현재 판매가격(충전소)

기준일자 : 20170202,,,,,,(단위 : 원/리터)
고유번호,지역,상호,주소,상표,셀프여부,LPG

A0005678,충남 천안시,스타LPG충전소,충남 천안시 서북구 번영로 454 (성성동),GS칼텍스,일반,813
A0014120,충남 천안시,맘모스LPG충전소,충남 천안시 서북구 동서대로 19 (백석동),SK가스,일반,825
A0015541,충남 천안시,업성충전소,충청남도 천안시 서북구  업성2길 9(업성동),자가상표,일반,775
A0015572,충남 천안시,망향주유소 경부고속(부산방향),충남 천안시 서북구 성거읍 석문길 98,SK에너지,일반,833
A0015591,충남 천안시,성환제일충전소,충청남도 천안시 서북구 성환읍 천안대로 2088,E1,일반,826
A0015592,충남 천안시,SK청수충전소, 충청남도 천안시 동남구 풍세로 887,SK가스,일반,825
A0015652,충남 천안시,태양주유소충전소,충남 천안시 서북구 번영로 613,GS칼텍스,일반,775
A0015670,충남 천안시,성환충전소,충남 천안시 서북구 성환읍 천안대로 1835,GS칼텍스,일반,813
A0015693,충남 천안시,천안IC충전소,충남 천안시 동남구 만남로 156 (신부동),GS칼텍스,일반,815
A0015698,충남 천안시,번영충전소,충남 천안시 서북구 2공단1로 10 (성성동),현대오일뱅크,일반,775
A0015724,충남 천안시,명품충전소,충청남도 천안시 동남구 광풍로 1571 (구룡동),현대오일뱅크,일반,807
A0015770,충남 천안시,목천IC충전소,충남 천안시 동남구 목천읍 남부대로 983,GS칼텍스,일반,796
A0015783,충남 천안시,천안홍익LPG충전소,충남 천안시 동남구 천안대로 804 (신부동),E1,일반,819
A0015909,충남 천안시,은성LPG충전소,충청남도 천안시 동남구 병천면 매봉로 249,SK에너지,일반,743
A0015942,충남 천안시,삼성IC충전소,충청남도 천안시 서북구 두정역서1길 4-8 (두정동),S-OIL,일반,829
A0016005,충남 천안시,고속충전소,충남 천안시 서북구 성환읍 천안대로 2602,SK에너지,일반,810
A0016007,충남 천안시,좋은에너지산업(주),충남 천안시 동남구 충절로 487,현대오일뱅크,일반,796
A0016013,충남 천안시,입장충전소,충남 천안시 서북구 입장면 시장리 1길 3-4,현대오일뱅크,일반,799
A0016044,충남 천안시,백석LPG충전소,충청남도 천안시 서북구 백석로 103 (백석동),SK가스,일반,826
A0016046,충남 천안시,현대오일뱅크천안충전소,충청남도 천안시 서북구  천안대로 978 (두정동),현대오일뱅크,일반,829
A0016047,충남 천안시,현대오일뱅크동신가스충전소,충청남도 천안시 동남구  충절로 362 (삼룡동),현대오일뱅크,일반,829
A0016079,충남 천안시,천안삼거리주유소 경부고속(서울방향),충남 천안시 동남구 쉼1길 40,SK가스,셀프,833
A0016082,충남 천안시,주)협동엘.피.지충전소,충남 천안시 동남구 충절로 492 (삼룡동),S-OIL,일반,826
A0016088,충남 천안시,태성가스텍충전소,충남 천안시 동남구 천안대로 223 (삼룡동),SK에너지,일반,808
A0016125,충남 천안시,중도가스(주)천안영업소,충청남도 천안시 서북구 천안대로 1048-10 (두정동),GS칼텍스,일반,813
A0016127,충남 천안시,(주)남영전구 천안(부산)주유소, 충남 천안시 동남구 수신면 성남로 793-40,GS칼텍스,일반,859
A0016238,충남 천안시,(주)협동 엘피지제2충전소,충청남도 천안시 동남구 서부대로 575-1 (봉명동),E1,일반,826
A0016255,충남 천안시,천안고속철알뜰충전소,충청남도 천안시 동남구 충무로 26 (신방동),SK에너지,일반,814
A0016767,충남 천안시,삼융만남의주유소충전소,충청남도 천안시 서북구 직산읍 군삼길 105,GS칼텍스,일반,774
A0032829,충남 천안시,서광에너지충전소,충남 천안 서북구 성거읍 망향로 257,현대오일뱅크,일반,797
A0032869,충남 천안시,삼미상사(주)북천안충전소,충남 천안 서북구 직산읍 군삼길 81,SK에너지,일반,774
A0032938,충남 천안시,삼미상사(주)신천안IC충전소,충청남도 천안시 동남구 목천읍 삼성4길 43,SK에너지,일반,785
A0000053,충남 공주시,한화리조트(주)공주(대전)휴게소,충청남도 공주시 당진영덕고속도로 72-1,SK에너지,일반,835
A0000054,충남 공주시,한화리조트(주)공주(당진)휴게소,충청남도 공주시 의당면 당진영덕고속도로 69,SK에너지,일반,835
A0014157,충남 공주시,차에너지충전소,충청남도 공주시  차령로 1860 (동현동),SK가스,일반,821
A0014158,충남 공주시,오송가스충전소,충청남도 공주시  우금티로 353 (주미동),SK에너지,일반,819
A0014160,충남 공주시,강변LPG충전소,충남 공주시 장기면 석장리길 35,GS칼텍스,일반,820
A0014171,충남 공주시,공주LPG충전소,충청남도 공주시  창벽로 200-4 (소학동),E1,일반,820
A0014180,충남 공주시,원더우먼충전소,충남 공주시 반포면 금벽로 1749,SK에너지,일반,820
A0014316,충남 공주시,백룡LPG충전소,충청남도 공주시 신풍면 차동로 1791,현대오일뱅크,일반,812
A0014363,충남 공주시,금학LPG충전소,충청남도 공주시 우금티로 468 (금학동),E1,일반,820
A0014440,충남 공주시,마암충전소,충청남도 공주시 반포면 금벽로 1492,E1,일반,820
A0014453,충남 공주시,유구농협신달지소/충전소,충청남도 공주시 유구읍 금계산로 477,현대오일뱅크,일반,812
A0014467,충남 공주시,(주)지탑신공주충전소,충남 공주시 우성면 연미산고개길 44,GS칼텍스,일반,820
A0014468,충남 공주시,정안상행주유소,충남 공주시 정안면 장원장자울길 120,GS칼텍스,일반,829
A0014469,충남 공주시,(주)정안하행주유소지,충남 공주시 정안면 장원장자울길 73-47,현대오일뱅크,일반,829
A0014490,충남 공주시,(주)동양식품탄천하주유소충전소,충남 공주시 탄천면 산디길 94,S-OIL,셀프,829
A0014493,충남 공주시,㈜동양식품이인(상)주유소,충청남도 공주시 이인면 3-6,SK에너지,셀프,829
A0015518,충남 아산시,신창에너지,충청남도 아산시 도고면 온천대로 691,E1,일반,814
A0015529,충남 아산시,O.K엘피지충전소,충청남도 아산시 염치읍 아산로 809,E1,일반,793
A0015536,충남 아산시,도고 LPG 충전소,충남 아산시 도고면 온천대로 467,SK가스,일반,816
A0015593,충남 아산시,통일LPG충전소,충청남도 아산시 온천대로 1705 (모종동),E1,일반,761
A0015661,충남 아산시,충무LPG충전소,충청남도 아산시 염치읍 충무로 504,E1,일반,814
A0015761,충남 아산시,25시LPG충전소,충남 아산시 영인면 아산로 854,S-OIL,일반,793
A0015835,충남 아산시,대성가스충전소,충남 아산시 온천대로 1660 (풍기동),SK에너지,일반,818
A0015957,충남 아산시,아산온천LPG충전소,충청남도 아산시 곡교천로 177 (온천동),E1,일반,816
A0015958,충남 아산시,아산LPG충전소,충남 아산시 온천대로 1808(남동),E1,일반,816
A0016040,충남 아산시,KTX LPG충전소,충청남도 아산시 배방읍 이순신대로 832,GS칼텍스,일반,817
A0016069,충남 아산시,제일가스충전소,충남 아산시 온천대로 1346 (방축동),GS칼텍스,일반,811
A0016089,충남 아산시,(주)온양LPG충전소,충청남도 아산시 온천대로 1166,S-OIL,일반,759
A0016097,충남 아산시,세웅물류고룡산충전소,충청남도 아산시 영인면 장영실로 615,현대오일뱅크,일반,825
A0016246,충남 아산시,39아산주유소,충남 아산시 염치읍 아산로 625,SK에너지,일반,795
A0019604,충남 아산시,아산둔포충전소,충남 아산시 둔포면 장영실로 1288,GS칼텍스,일반,825
A0032893,충남 아산시,SK삼성충전소,충남 아산시 음봉면 덕지리 46-1,SK가스,일반,813
A0014065,충남 보령시,대천IC충전소,충청남도 보령시  대해로 286 (남곡동),E1,일반,820
A0016351,충남 보령시,보령머드LPG충전소,충남 보령시 대청로 379 (화산동),SK가스,일반,812
A0016372,충남 보령시,내항LPG충전소,충청남도 보령시  해안로 71 (내항동),E1,일반,820
A0016388,충남 보령시,주)서해에너지,충남 보령시 대청로 177 (동대동),SK에너지,일반,766
A0016411,충남 보령시,대천유통㈜대천(상)시흥방향,충청남도 보령시 주교면 게리궁아난길 200-1,현대오일뱅크,일반,780
A0016412,충남 보령시,대천유통(주)대천(하)주유소,충남 보령시 주교면 울개3길 17,SK에너지,일반,780
A0016419,충남 보령시,대성산업(주)보령충전소,충청남도 보령시  보령남로 130-17 (명천동),GS칼텍스,일반,817
A0032694,충남 보령시,SK보령충전소,충청남도 보령시 대청로 224 (화산동),SK가스,일반,820
A0002104,충남 서산시,수석충전소,충남 서산시 소탐2길 17-8 (수석동),E1,일반,776
A0013953,충남 서산시,서산가스산업주식회사,충남 서산시 안견로 602-11 (갈산동),S-OIL,일반,800
A0015032,충남 서산시,서산자동차충전소,충남 서산시 고운로 352 (잠홍동),SK에너지,일반,811
A0015059,충남 서산시,(주)애향충전소,충남 서산시 중앙로 504 (수석동),자가상표,일반,776
A0017003,충남 서산시,희망LPG충전소,충남 서산시 충의로 262 (갈산동),GS칼텍스,일반,807
A0017031,충남 서산시,SK가스서산충전소,충청남도 서산시 팔봉면 서해로 2655,SK가스,일반,803
A0017052,충남 서산시,간월충전소,충남 서산시 부석면 간월도1길 69-23,SK에너지,일반,815
A0017073,충남 서산시,(주)서강에너지,충남 서산시 서해로 3592 (잠홍동),현대오일뱅크,일반,810
A0017080,충남 서산시,(주)유니주유소/충전소,충남 서산시 서해로 3621 (잠홍동),GS칼텍스,일반,811
A0017104,충남 서산시,㈜백광소재서산(상)주유소/충전소,충청남도 서산시 해미면 서해안고속도로 242,현대오일뱅크,일반,859
A0017105,충남 서산시,㈜백광소재서산(하)주유소/충전소,충청남도 서산시 해미면 서해안고속도로 241,GS칼텍스,일반,843
A0017108,충남 서산시,(주)대산에너지,충남 서산시 대산읍 충의로 1700,현대오일뱅크,일반,800
A0000857,충남 논산시,동신LPG충전소논산점,충남 논산시 부적면 남마구평길 15,GS칼텍스,일반,738
A0001829,충남 논산시,대교에너지,충남 논산시 광석면 논산평야로 684,S-OIL,일반,770
A0014516,충남 논산시,강경가스충전소,충남 논산시 강경읍 강경로 26,SK에너지,일반,769
A0014525,충남 논산시,현대가스충전소,충남 논산시 계백로 917 (부창동),현대오일뱅크,일반,770
A0014552,충남 논산시,NS엘피지충전소,충청남도 논산시  계백로 1171 (덕지동),E1,일반,733
A0014649,충남 논산시,선진LPG충전소,충청남도 논산시 논산대로 524 (지산동),SK에너지,일반,768
A0014737,충남 논산시,연무LPG충전소,충청남도 논산시 연무읍 동안로 955,E1,일반,793
A0014783,충남 논산시,(주)황금엘피지충전소,충남 논산시 논산대로 228-18 (강산동),SK에너지,일반,793
A0014784,충남 논산시,서강에너지(주),충남 논산시 연무읍 동안로 1156,현대오일뱅크,일반,793
A0014785,충남 논산시,(합)대신에너지연산충전소,충남 논산시 연산면 계백로 2048,SK에너지,일반,715
A0014831,충남 논산시,(주)썬엘벌곡(상)주유소,충남 논산시 벌곡면 벌곡로 9-58,SK가스,셀프,821
A0014844,충남 논산시,(주)바이오시스벌곡주유소/충전소,충남 논산시 벌곡면 호남고속도로 2465-8,S-OIL,셀프,821
A0014553,충남 계룡시,계룡LPG충전소,충남 계룡시 엄사면 계백로 3013,SK에너지,일반,814
A0014602,충남 계룡시,창연LPG충전소,충남 계룡시 엄사면 계백로 3207-4,GS칼텍스,일반,814
A0004006,충남 금산군,(주)케이알산업인삼랜드(하남)주유소/충전소,충남 금산군 군북면 대암길 34-30,GS칼텍스,셀프,774
A0013553,충남 금산군,서대산엘피지충전소,충남 금산군 추부면 서대산로 58,GS칼텍스,일반,802
A0013773,충남 금산군,금성LPG충전소,충남 금산군 금성면 금산로 1936,SK가스,일반,747
A0013923,충남 금산군,금산가스충전소,충청남도 금산군 금산읍 인삼로 196,SK에너지,일반,823
A0013965,충남 금산군,인삼랜드(하)주유소/충전소,충청남도 금산군 군북면 어필각로 300,S-OIL,셀프,775
A0014042,충남 금산군,(주)금산에너지,충남 금산군 금성면 금산로 1881,현대오일뱅크,일반,800
A0014091,충남 금산군,지량가스충전소,충남 금산군 복수면 대둔산로 1787,S-OIL,일반,818
A0000051,충남 부여군,(주)한화호텔앤드리조트 부여(서천)주충전소,충청남도 부여군 내산면 서천공주고속도로 25,SK에너지,일반,829
A0000052,충남 부여군,(주)한화호텔앤드리조트 부여(공주)주충전소,충청남도 부여군 내산면 서천공주고속도로 26,현대오일뱅크,일반,829
A0003652,충남 부여군,충남가스충전소,충남 부여군 홍산면 대백제로 1035,SK가스,일반,815
A0013730,충남 부여군,용정LPG충전소,충남 부여군 부여읍 백제문화로124번길 11,E1,일반,815
A0014554,충남 부여군,궁남LPG충전소,충남 부여군 부여읍 대백제로 2366,S-OIL,일반,815
A0014756,충남 부여군,가나다충전소,충남 부여군 부여읍 성왕로 441,SK에너지,일반,815
A0014789,충남 부여군,(주)오케이엘피지충전소,충남 부여군 부여읍 성왕로 466,SK에너지,일반,815
A0014863,충남 서천군,(합)서천엘피지충전소,충남 서천군 마서면 장서로 750,GS칼텍스,일반,779
A0016282,충남 서천군,대영자동차충전소,충남 서천군 장항읍 장서로 230,E1,일반,779
A0016347,충남 서천군,차에너지LPG충전소,충남 서천군 종천면 충서로 187,E1,일반,758
A0016349,충남 서천군,제일가스충전소,충남 서천군 마서면 금강로 1089,SK가스,일반,779
A0016391,충남 서천군,현대오일뱅크(주)삼호, 충청남도 서천군 서천읍 서문로 64,현대오일뱅크,일반,779
A0016401,충남 서천군,사)경찰공제회서천(서울방향)주유소,충청남도 서천군 비인면 서해안고속도로 168,S-OIL,일반,850
A0016402,충남 서천군,사)경찰공제회서천(목포방향)주유소,충청남도 서천군 비인면 서해안고속도로 169,S-OIL,일반,850
A0032702,충남 서천군,행복충전소,충청남도 서천군 서천읍 대백제로 866,현대오일뱅크,일반,779
